pattern,prob_feature,occur_feature,log_occur_feature,prob_log_occur,constant,outsideSentence,new_outside,frequency,quote,dash,parenthesis,capital,avg_idf,stop_ratio,first_stop,last_stop
outperforms the state of the,24.3590678690,0.0307088717,18.0617935635,0.0007725613,1,0.4204633340,2.3270339076,32,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0173306533,0.6000000000,0,1
our experimental results show that,35.2845662939,0.0206609806,11.2686045813,0.0002694432,1,0.1867582355,0.2801503540,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0057946131,0.6000000000,1,1
our approach is based on,87.4983001922,0.0454334433,16.1226529114,0.0004395470,1,0.3364956523,0.3941091546,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0073460523,0.6000000000,1,1
our experiments show that the,12.1795339345,0.0148668686,9.6815172179,0.0002835216,1,0.3050644145,1.6814126586,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0113647626,0.8000000000,1,1
a recurrent neural network rnn,16.4844207677,0.0178630402,11.2096629559,0.0003390390,1,0.4743073675,1.1245448603,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0065358572,0.2000000000,1,0
a convolutional neural network cnn,19.9548251398,0.0240706669,14.6649529008,0.0005432296,1,0.4146280092,1.2833188567,24,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0067464691,0.2000000000,1,0
of state of the art,0.8744750846,0.0052446792,-0.6839390131,-0.0000263695,1,0.4971289202,2.1476704051,26,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0150769722,0.6000000000,1,0
of this paper is to,28.9691999187,0.0229283297,13.0373650991,0.0003817970,1,0.4528505093,1.3936450018,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0112670174,0.8000000000,1,1
of the state of the,1.3354862904,0.0058248923,1.0824445996,0.0000306243,1,0.6806496843,3.3755150802,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0206271013,0.8000000000,1,1
of the art methods for,14.6011488307,0.0157259203,10.0317584153,0.0002838169,1,0.4921373763,2.2827161483,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0131043103,0.6000000000,1,1
of the art results for,8.4383262723,0.0115201563,7.6898619993,0.0002096464,1,0.4094119406,2.2291586552,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0130403003,0.6000000000,1,1
of the art results in,10.5286948934,0.0171162936,11.2898879791,0.0004094026,1,0.4544092557,1.5772028510,23,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0139612279,0.6000000000,1,1
the key idea is to,22.1446071537,0.0163678836,9.7954522985,0.0002342187,1,0.3609057817,3.4690133017,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0119261358,0.6000000000,1,1
the previous state of the,12.5486107204,0.0160650034,10.4298490562,0.0003251618,1,0.4502321344,2.1322472549,17,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0174050560,0.6000000000,1,1
the effectiveness of the proposed,24.3590678690,0.0321161068,18.8894758526,0.0008449889,1,0.4673499510,2.4985957287,35,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0172688003,0.6000000000,1,0
the best of our knowledge,23.7180397672,0.0325835799,19.2594612784,0.0008858131,1,0.4111185827,2.4820609421,37,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0122487090,0.8000000000,1,0
the state of the art,5.5818212349,0.0410881422,27.1879210826,0.0032504471,1,0.4509673131,2.5719726012,250,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0177174893,0.6000000000,1,0
the art performance on the,4.7919477775,0.0083407518,5.4280288640,0.0001421772,1,0.4160865701,2.9238933836,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0159157555,0.6000000000,1,1
the art results on the,6.9597336769,0.0123109368,8.2313220312,0.0002640602,1,0.4363979479,2.0396240556,18,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0159108200,0.6000000000,1,1
the current state of the,14.5117851135,0.0221716479,14.1545635994,0.0005663339,1,0.4055146435,2.2140183468,28,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0172992932,0.6000000000,1,1
to state of the art,2.2049551005,0.0113156377,5.4781798039,0.0002869816,1,0.4815980967,1.9743734168,48,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0145891949,0.6000000000,1,0
to address this problem we,34.6438767450,0.0233422898,12.7821155169,0.0003484749,1,0.2256611021,0.5934203312,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0084206092,0.6000000000,1,1
to a wide range of,8.4704437136,0.0110892517,7.4013402533,0.0001938644,1,0.3841061467,1.3847016163,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0102751655,0.6000000000,1,1
to the best of our,47.4790660791,0.0454737608,23.1617333986,0.0010507984,1,0.5316194484,2.3660721169,36,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0148060023,1.0000000000,1,1
propose a new approach to,27.8426622069,0.0183532896,10.5195362762,0.0002515323,1,0.4350571557,2.1934490779,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0087975246,0.6000000000,0,1
we study the problem of,36.6943198970,0.0358803738,19.4007130564,0.0007899758,1,0.3830897138,1.5798313312,29,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0137314215,0.6000000000,1,1
we address the problem of,33.6364599056,0.0299209253,16.4896753397,0.0005848177,1,0.4077570943,2.1320645659,22,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0136037773,0.6000000000,1,1
we evaluate our approach on,79.9474078731,0.0380895956,16.9689692361,0.0004969334,1,0.2865905005,0.5594930173,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0069534048,0.6000000000,1,1
we demonstrate the efficacy of,36.6943198970,0.0230806791,12.4798485915,0.0003268865,1,0.3192515985,2.6260291398,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0130822061,0.6000000000,1,1
we show that it is,19.6706596555,0.0215419645,10.7413993658,0.0002928395,1,0.3384873476,0.5828725955,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0087051458,1.0000000000,1,1
we show that the proposed,10.9019192554,0.0125805794,8.2755269364,0.0002167621,1,0.3475418581,2.2838855735,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0127074334,0.8000000000,1,0
we show that our approach,30.7490030281,0.0236221644,13.2682893224,0.0003885596,1,0.4115353111,0.5659836237,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0079551504,0.8000000000,1,0
we show that our method,23.1426707001,0.0175493736,10.4197675692,0.0002613073,1,0.4768226471,0.8394906263,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0080685824,0.8000000000,1,0
we present an approach to,27.3364319849,0.0199214101,11.4600113450,0.0003001738,1,0.3432984451,0.5460426102,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0085314685,0.6000000000,1,1
we present a novel approach,70.4668584825,0.0319846511,14.7402460306,0.0003860935,1,0.3364507400,0.8361318116,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0077293937,0.6000000000,1,0
we propose a method to,15.4205513761,0.0149623260,9.4767466846,0.0002482258,1,0.4931415335,0.9726211506,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0105426068,0.6000000000,1,1
we propose a general framework,79.9474078731,0.0326179810,14.5313570972,0.0003644178,1,0.2640899493,0.7669730522,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0074554137,0.4000000000,1,0
we propose a novel approach,39.9312198068,0.0278019219,14.7486338770,0.0004460760,1,0.2901967117,0.8477478780,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0079251951,0.6000000000,1,0
we propose a new approach,63.7998812702,0.0362237105,17.1346016848,0.0005341898,1,0.3772267888,1.2350499531,17,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0081634926,0.6000000000,1,0
recurrent neural networks in this,11.6142248132,0.0145177490,7.7546341194,0.0001854208,1,0.0000000000,0.0000000000,10,0,0,0,0,0.0071062796,0.4000000000,0,1
recurrent neural networks recurrent neural,73.8320572942,0.0433102481,16.0958356221,0.0004553807,1,0.0000000000,0.0000000000,14,0,0,0,0,0.0049527252,0.0000000000,0,0
recurrent neural networks rnns are,41.0101296178,0.0244002757,12.8650467428,0.0003369761,1,0.6289743118,0.5714600612,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0048689100,0.2000000000,0,1
upper bounds on the,20.4152187855,0.0159594360,10.0038711506,0.0002007019,1,0.4222765105,3.9699254714,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0104570971,0.5000000000,0,1
connectionist temporal classification ctc,17349.7221228384,0.4652504279,32.3746749329,0.0006495145,1,0.1016004386,0.0156628806,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0017105181,0.0000000000,0,0
feedforward neural networks with,55.5354833291,0.0250974417,12.7029394235,0.0002429916,1,0.4213607666,0.7218278277,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0051829293,0.2500000000,0,1
direction method of multipliers,12595.4476190476,0.4629100499,36.5651871579,0.0008566443,1,0.2295557235,1.5743420970,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0060403267,0.2500000000,0,0
presented in this paper,44.5881355389,0.0224881554,12.0086476028,0.0002297107,1,0.3566720540,0.8482948231,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0063090397,0.5000000000,0,0
makes it possible to,53.4579114372,0.0291349440,14.8876605291,0.0003369594,1,0.2642646156,1.2109838718,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0058311273,0.7500000000,0,1
part of speech tagging,5688.2666666667,0.2663977138,28.6760714255,0.0005753115,1,0.2034058742,1.6279586458,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0054145439,0.5000000000,1,0
consider the problem of,38.2086886547,0.0421519016,23.3269846188,0.0009035197,1,0.3553826236,1.8924905891,41,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0138514529,0.7500000000,1,1
effectiveness of the proposed,165.4381469091,0.0935761980,30.2228697406,0.0010815754,1,0.4129223784,2.8314495960,35,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0137520856,0.5000000000,0,0
effectiveness of our approach,168.0744725917,0.0676395448,21.7410183586,0.0005579602,1,0.3545717980,1.0989818726,18,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0078117318,0.5000000000,0,0
achieved state of the,25.9830057270,0.0248770294,14.9274777375,0.0004137930,1,0.3034600805,1.5265431737,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0137343646,0.5000000000,0,1
experimental results show that,98.2287830778,0.0870398262,37.8278389282,0.0018869182,1,0.0829665614,0.1395618968,68,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0054480850,0.5000000000,0,1
under the assumption that,63.3992962675,0.0268155306,13.1217217696,0.0002510024,1,0.4002510330,2.5831141948,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0110790033,0.7500000000,1,1
available at https github,2381.0838477366,0.2381448361,35.6309514898,0.0009876979,1,0.0216495493,0.0129982726,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0014779515,0.5000000000,1,0
recently there has been,646.2044366266,0.0856109162,20.4634653073,0.0003914410,1,0.2602181899,0.2704115022,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0026336207,0.7500000000,0,1
wide range of applications,263.0012467207,0.0622722785,20.0907041695,0.0004381814,1,0.1702812687,1.0267367806,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0057737489,0.2500000000,0,0
does not rely on,132.5437963520,0.0442074593,17.6200158665,0.0003842953,1,0.2060398674,0.4954265977,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0035477518,0.7500000000,1,1
outperform the state of,39.1406078901,0.0240231325,13.2221351929,0.0002883768,1,0.3614358793,3.0463002002,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0136917914,0.5000000000,0,1
synthetic and real data,72.3559470402,0.0415136520,19.6207453169,0.0005438914,1,0.3028246994,0.9540540880,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0065421100,0.2500000000,0,0
non negative matrix factorization,1346.0783715013,0.1295912541,23.8961182177,0.0004794141,1,0.1443304220,0.1739399663,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0016001987,0.2500000000,1,0
chain monte carlo mcmc,12761.1771929825,0.3990119376,31.3559107449,0.0006290756,1,0.2496131460,0.1747620493,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0004728631,0.0000000000,0,0
evaluate our approach on,90.3707702400,0.0392106280,17.4436105495,0.0004086666,1,0.2197568487,0.3490004066,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0055607491,0.5000000000,0,1
reduce the number of,39.1406078901,0.0297970286,16.4000402936,0.0004436566,1,0.3946344823,2.5620629732,20,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0134478387,0.5000000000,0,1
without the need for,68.2825482262,0.0393562794,18.8887558874,0.0005109818,1,0.2895614390,2.0830142500,20,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0106166535,1.0000000000,1,1
large vocabulary speech recognition,834.9255050505,0.1020620726,22.3120709265,0.0004476342,1,0.4711426981,0.5439328644,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0024326036,0.0000000000,0,0
end to end trainable,1152.0226480836,0.1399975112,27.3017227447,0.0006396211,1,0.1956111168,1.0587456325,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0056413291,0.2500000000,0,0
be seen as a,25.2761118437,0.0193050525,11.6454249549,0.0002539885,1,0.3026304430,1.1489567456,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0073533127,1.0000000000,1,1
be trained end to,53.4579114372,0.0269737168,13.7832953564,0.0002888223,1,0.6623271789,1.2035268184,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0069644020,0.5000000000,1,1
here we show that,35.0016144143,0.0230068724,11.2431436092,0.0002150675,1,0.3580315855,0.7256311794,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0072645142,1.0000000000,1,1
vision and natural language,342.9421221865,0.0720151651,18.4599909315,0.0003531170,1,0.1733937154,0.6984895168,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0054635906,0.2500000000,0,0
methods in terms of,22.4359889021,0.0167306621,10.3169130215,0.0002069823,1,0.3801321432,1.3756666039,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0092023330,0.5000000000,0,1
approach is based on,66.9780609351,0.0450085299,18.8024924079,0.0005086482,1,0.3107330129,0.4653847682,20,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0073873840,0.5000000000,0,1
method is able to,43.3216063941,0.0262277159,14.1010027362,0.0003191546,1,0.3954326902,0.9297446993,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0083188599,0.7500000000,0,1
method is based on,32.4807585825,0.0232446478,11.5440030134,0.0002316007,1,0.4084508707,0.6109319248,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0075291740,0.5000000000,0,1
paper presents a new,100.4701443403,0.0426994894,15.9690255920,0.0003346233,1,0.2933798676,0.9129911704,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0061448624,0.5000000000,0,1
paper we present an,35.7231487555,0.0291694802,16.3863691437,0.0004542338,1,0.1577950587,0.2384057963,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0066112825,0.5000000000,0,1
paper we present the,1.9576237192,0.0049420272,2.2278808463,0.0000446967,1,0.3257352272,1.4237146962,11,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0128050414,0.5000000000,0,1
paper we explore the,11.8104571486,0.0141750030,9.5623390964,0.0002240252,1,0.3548741691,1.9932328115,15,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0123135176,0.5000000000,0,1
paper we propose an,17.1565122313,0.0202147478,13.0254115297,0.0003610673,1,0.1906153499,0.2610620703,21,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0068560342,0.5000000000,0,1
paper we propose the,1.1965857901,0.0043589322,0.6715239567,0.0000151989,1,0.3169927312,1.7378598372,14,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0130497932,0.5000000000,0,1
paper we propose to,3.3411194648,0.0084852957,5.2581656000,0.0001386431,1,0.3810970937,0.9320718807,19,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0091394252,0.5000000000,0,1
paper we propose a,33.7569125282,0.0881604006,50.1406711656,0.0043214077,1,0.3366207669,0.8566260414,203,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0089834154,0.5000000000,0,1
paper we investigate the,10.5555960766,0.0124754791,8.4970445986,0.0001853219,1,0.3121890982,1.4125983572,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0122849898,0.5000000000,0,1
paper we introduce a,30.3313342125,0.0336935603,19.6014893001,0.0006811349,1,0.3186453931,0.8739219035,33,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0085070140,0.5000000000,0,1
paper we focus on,56.8679910561,0.0321246283,13.9975084490,0.0002933111,1,0.2425554154,0.4365143000,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0066187930,0.5000000000,0,1
paper we show how,58.5912635123,0.0339392041,14.6767050971,0.0003201012,1,0.2220307635,0.4290178458,13,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0060580102,0.7500000000,0,1
paper introduces a new,164.9509832453,0.0547118780,17.6864847251,0.0003706118,1,0.2667396979,0.8691448204,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0060936263,0.5000000000,0,1
generative adversarial networks gan,670.1743184352,0.0871842564,20.5786415826,0.0003936441,1,0.3495624526,0.3485701109,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0032062718,0.0000000000,0,0
generative adversarial networks gans,1502.0124929018,0.2260692933,40.0635014000,0.0013273841,1,0.3621321880,0.4411213152,30,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0031642107,0.0000000000,0,0
improve the accuracy of,35.5823708092,0.0200891526,11.2951824510,0.0002160630,1,0.4058912706,2.8451825951,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0136166343,0.5000000000,0,1
improve the performance of,28.1812376809,0.0239861453,14.1647195935,0.0003635225,1,0.4034377745,2.6252362108,18,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0139952672,0.5000000000,0,1
due to the lack,608.2238778514,0.0959058896,20.2719170270,0.0003877769,1,0.3143408096,2.4220741284,10,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0122971838,0.7500000000,1,0
than that of the,15.5898034362,0.0145664969,9.5145606445,0.0001993730,1,0.5632226078,2.7828355675,12,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0158534807,1.0000000000,1,1
than the state of,39.1406078901,0.0266512726,14.6686419721,0.0003549253,1,0.4005960596,3.0280609396,16,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0142763426,0.7500000000,1,1
