DISPLAY_NAME,NORMALIZED_NAME,FREQUENCY
Execution time,execution time,1230
Image registration,image registration,1230
Mobile phone,mobile phone,1230
Narrative,narrative,1230
Applied psychology,applied psychology,1228
General-purpose computing on graphics processing units,general purpose computing on graphics processing units,1228
Support vector machines,support vector machines,1227
Modulo,modulo,1226
Global optimization,global optimization,1225
Singular value decomposition,singular value decomposition,1225
Denial-of-service attack,denial of service attack,1224
Linear combination,linear combination,1224
Network analysis,network analysis,1224
Petroleum engineering,petroleum engineering,1223
Point cloud,point cloud,1223
Software systems,software systems,1222
Automata theory,automata theory,1219
Database schema,database schema,1219
Three dimensional,three dimensional,1218
Vlsi,vlsi,1218
Data warehouse,data warehouse,1213
Phenomenon,phenomenon,1213
Adaptive system,adaptive system,1212
Microprocessor,microprocessor,1211
Model selection,model selection,1211
Piecewise,piecewise,1211
Curvature,curvature,1209
RNA,rna,1207
Particle filter,particle filter,1206
Software Engineering Process Group,software engineering process group,1206
Adaptive neuro fuzzy inference system,adaptive neuro fuzzy inference system,1202
Microarray analysis techniques,microarray analysis techniques,1202
Text mining,text mining,1199
Deadlock,deadlock,1197
Cell biology,cell biology,1194
Automatic image annotation,automatic image annotation,1193
Directed acyclic graph,directed acyclic graph,1193
Latency (engineering),low latency,1192
Software requirements,software requirements,1191
Parametrization,parametrization,1190
Sequence analysis,sequence analysis,1189
Biophysics,biophysics,1188
Service-oriented architecture,service oriented architecture,1188
CAD,cad,1187
Categorical variable,categorical variable,1186
Fourier transform,fourier transform,1184
Euclidean geometry,euclidean geometry,1182
Process calculus,process calculus,1177
Security service,security service,1176
Boolean algebra,boolean algebra,1175
Real time systems,real time systems,1171
Anonymity,anonymity,1170
Computer simulation,computer simulation,1170
Novelty,novelty,1170
Symbolic computation,symbolic computation,1170
Linear model,linear model,1169
Chaotic,chaotic,1168
Design methodology,design methodology,1166
Linear matrix inequality,linear matrix inequality,1166
Asymptotic analysis,asymptotic analysis,1165
Data integrity,data integrity,1165
Data center,data center,1164
Stimulus (physiology),stimulus,1164
Lexicon,lexicon,1163
Spatial analysis,spatial analysis,1162
Deep neural networks,deep neural networks,1158
Mechanical engineering,mechanical engineering,1156
Conjunctive query,conjunctive query,1155
Ensemble learning,ensemble learning,1155
Minimax,minimax,1154
Intelligent agent,intelligent agent,1152
Emerging technologies,emerging technologies,1151
Turbo code,turbo code,1150
Use case,use case,1148
Higher education,higher education,1147
Markov processes,markov processes,1147
Rough set,rough set,1147
Triangulation (social science),triangulation,1147
In silico,in silico,1146
Quantum computer,quantum computer,1146
Cube,cube,1145
Drilling,drilling,1144
Hamming distance,hamming distance,1144
Parallel computer,parallel computer,1141
Phylogenetics,phylogenetics,1141
Perceptron,perceptron,1139
Manufacturing engineering,manufacturing engineering,1137
Counterexample,counterexample,1136
Microeconomics,microeconomics,1136
Wireless communication,wireless communication,1136
Posterior probability,posterior probability,1135
Voronoi diagram,voronoi diagram,1135
Data access,data access,1133
Microarchitecture,microarchitecture,1133
Reputation,reputation,1132
Tree (data structure),tree,1132
Quantum,quantum,1129
Additive white Gaussian noise,additive white gaussian noise,1128
Noise measurement,noise measurement,1128
Software project management,software project management,1128
Phone,phone,1118
Sequential logic,sequential logic,1118
View,view,1114
False positive paradox,false positive paradox,1112
Multi-swarm optimization,multi swarm optimization,1112
Network simulation,network simulation,1112
Time delay neural network,time delay neural network,1112
Partially ordered set,partially ordered set,1111
Industrial organization,industrial organization,1110
Multiplicative function,multiplicative function,1110
Unification,unification,1108
Constrained optimization,constrained optimization,1105
Smoothness,smoothness,1105
Radio resource management,radio resource management,1104
Concatenation,concatenation,1103
Null graph,null graph,1103
Tree (graph theory),tree,1103
Computer program,computer program,1101
Inductive programming,inductive programming,1101
Regulation of gene expression,regulation of gene expression,1100
Password,password,1099
Thresholding,thresholding,1099
Image recognition,image recognition,1097
Shared resource,shared resource,1096
Fingerprint,fingerprint,1095
Uniqueness,uniqueness,1094
Central processing unit,central processing unit,1093
Deformation (mechanics),deformation,1093
Measurement,measurement,1093
Digital signal processing,digital signal processing,1091
Data stream clustering,data stream clustering,1090
Internal medicine,internal medicine,1090
Regret,regret,1090
Routing table,routing table,1090
Digital image,digital image,1088
Structure from motion,structure from motion,1088
Ask price,ask price,1087
Travelling salesman problem,travelling salesman problem,1087
Approximation error,approximation error,1084
Poisson distribution,poisson distribution,1084
Relay channel,relay channel,1083
DNA,dna,1082
Fast Fourier transform,fast fourier transform,1081
Industrial engineering,industrial engineering,1078
Pooling,pooling,1078
Regular graph,regular graph,1077
First-order logic,first order logic,1076
Handover,handover,1072
Computational model,computational model,1070
Detection theory,detection theory,1070
USable,usable,1069
Crossover,crossover,1068
Denotational semantics,denotational semantics,1068
Probabilistic analysis of algorithms,probabilistic analysis of algorithms,1067
Security information and event management,security information and event management,1067
Heuristic (computer science),heuristic,1066
Software-defined networking,software defined networking,1066
Dominating set,dominating set,1065
Tracing,tracing,1065
Electroencephalography,electroencephalography,1064
Multiple sequence alignment,multiple sequence alignment,1064
Autonomous agent,autonomous agent,1063
Duality (optimization),duality,1063
Motion capture,motion capture,1063
Extensibility,extensibility,1061
Computer animation,computer animation,1060
Linear regression,linear regression,1059
Optimization algorithm,optimization algorithm,1059
Minimum spanning tree,minimum spanning tree,1057
Rotation formalisms in three dimensions,rotation formalisms in three dimensions,1056
Computer programming,computer programming,1055
Learning to rank,learning to rank,1053
Requirements engineering,requirements engineering,1052
Radio frequency,radio frequency,1051
Revenue,revenue,1049
High-level programming language,high level programming language,1048
System design,system design,1048
Creativity,creativity,1045
Rayleigh fading,rayleigh fading,1045
Optoelectronics,optoelectronics,1044
E-commerce,e commerce,1043
Dynamical system,dynamical system,1041
Matroid,matroid,1041
Policy-based routing,policy based routing,1040
Multipath propagation,multipath propagation,1039
Secrecy,secrecy,1039
Chromatic scale,chromatic scale,1038
Databases,databases,1037
Clique,clique,1036
Symmetric graph,symmetric graph,1036
Logic,logic,1032
Nonlinear programming,nonlinear programming,1032
Cellular automaton,cellular automaton,1031
Kernel (statistics),kernel,1029
Mobile technology,mobile technology,1028
Cache coloring,cache coloring,1027
Semantic search,semantic search,1026
Sample size determination,sample size determination,1025
Partial differential equation,partial differential equation,1024
Prefix,prefix,1021
Gaze,gaze,1019
Invariant (physics),invariant,1019
Conceptual model,conceptual model,1018
Interpretability,interpretability,1018
